2019-03-25 00:00:27,https://apple.news/AF5KGyTYdQX234jl0JktUvw,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 00:05:12,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 00:10:11,https://apple.news/AF5KGyTYdQX234jl0JktUvw,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 00:15:12,https://apple.news/AF5KGyTYdQX234jl0JktUvw,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 00:20:13,https://apple.news/AF5KGyTYdQX234jl0JktUvw,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 00:25:12,https://apple.news/AF5KGyTYdQX234jl0JktUvw,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 00:30:12,https://apple.news/AF5KGyTYdQX234jl0JktUvw,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 00:35:12,https://apple.news/AF5KGyTYdQX234jl0JktUvw,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 00:40:11,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 00:45:12,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 00:50:13,https://apple.news/AF5KGyTYdQX234jl0JktUvw,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 00:55:12,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 01:00:13,https://apple.news/AF5KGyTYdQX234jl0JktUvw,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 01:05:12,https://apple.news/AF5KGyTYdQX234jl0JktUvw,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 01:10:11,https://apple.news/AF5KGyTYdQX234jl0JktUvw,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 01:16:07,https://apple.news/AF5KGyTYdQX234jl0JktUvw,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 01:20:12,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
2019-03-25 01:25:11,https://apple.news/AF5KGyTYdQX234jl0JktUvw,https://apple.news/AKqN89sByTdiLLs0qfE_W8Q,https://apple.news/AkOV3hVSEQLStkIcUB_tVyg,https://apple.news/A1CNgW62zShiaWsaiLiWleg
