2019-04-10 00:00:05,https://apple.news/Aw8CcsF97QIm4vyTAHMmmLg,https://apple.news/AIDLlYm1DQHGb--WBWR7lyw,https://apple.news/AcnLecipoQqmBX_669o0qHw,https://apple.news/AZtBXgeG5TTmOhGebCM9fNQ,https://apple.news/AXQHLDrbfTcCDIQs3fuLivw
2019-04-10 00:05:02,https://apple.news/Aw8CcsF97QIm4vyTAHMmmLg,https://apple.news/AIDLlYm1DQHGb--WBWR7lyw,https://apple.news/AcnLecipoQqmBX_669o0qHw,https://apple.news/AZtBXgeG5TTmOhGebCM9fNQ,https://apple.news/AXQHLDrbfTcCDIQs3fuLivw
2019-04-10 00:10:01,https://apple.news/Aw8CcsF97QIm4vyTAHMmmLg,https://apple.news/AIDLlYm1DQHGb--WBWR7lyw,https://apple.news/AcnLecipoQqmBX_669o0qHw,https://apple.news/AZtBXgeG5TTmOhGebCM9fNQ,https://apple.news/AXQHLDrbfTcCDIQs3fuLivw
2019-04-10 00:15:01,https://apple.news/Aw8CcsF97QIm4vyTAHMmmLg,https://apple.news/AIDLlYm1DQHGb--WBWR7lyw,https://apple.news/AcnLecipoQqmBX_669o0qHw,https://apple.news/AZtBXgeG5TTmOhGebCM9fNQ,https://apple.news/AXQHLDrbfTcCDIQs3fuLivw
2019-04-10 00:20:01,https://apple.news/Aw8CcsF97QIm4vyTAHMmmLg,https://apple.news/AIDLlYm1DQHGb--WBWR7lyw,https://apple.news/AcnLecipoQqmBX_669o0qHw,https://apple.news/AZtBXgeG5TTmOhGebCM9fNQ,https://apple.news/AXQHLDrbfTcCDIQs3fuLivw
2019-04-10 00:25:00,https://apple.news/Aw8CcsF97QIm4vyTAHMmmLg,https://apple.news/AIDLlYm1DQHGb--WBWR7lyw,https://apple.news/AcnLecipoQqmBX_669o0qHw,https://apple.news/AZtBXgeG5TTmOhGebCM9fNQ,https://apple.news/AXQHLDrbfTcCDIQs3fuLivw
2019-04-10 00:30:01,https://apple.news/Aw8CcsF97QIm4vyTAHMmmLg,https://apple.news/AIDLlYm1DQHGb--WBWR7lyw,https://apple.news/AcnLecipoQqmBX_669o0qHw,https://apple.news/AZtBXgeG5TTmOhGebCM9fNQ,https://apple.news/AXQHLDrbfTcCDIQs3fuLivw
2019-04-10 00:35:01,https://apple.news/Aw8CcsF97QIm4vyTAHMmmLg,https://apple.news/AIDLlYm1DQHGb--WBWR7lyw,https://apple.news/AcnLecipoQqmBX_669o0qHw,https://apple.news/AZtBXgeG5TTmOhGebCM9fNQ,https://apple.news/AXQHLDrbfTcCDIQs3fuLivw
2019-04-10 00:40:01,https://apple.news/Aw8CcsF97QIm4vyTAHMmmLg,https://apple.news/AIDLlYm1DQHGb--WBWR7lyw,https://apple.news/AcnLecipoQqmBX_669o0qHw,https://apple.news/AZtBXgeG5TTmOhGebCM9fNQ,https://apple.news/AXQHLDrbfTcCDIQs3fuLivw
2019-04-10 00:45:00,https://apple.news/Aw8CcsF97QIm4vyTAHMmmLg,https://apple.news/AIDLlYm1DQHGb--WBWR7lyw,https://apple.news/AcnLecipoQqmBX_669o0qHw,https://apple.news/AZtBXgeG5TTmOhGebCM9fNQ,https://apple.news/AXQHLDrbfTcCDIQs3fuLivw
2019-04-10 00:50:00,https://apple.news/Aw8CcsF97QIm4vyTAHMmmLg,https://apple.news/AIDLlYm1DQHGb--WBWR7lyw,https://apple.news/AcnLecipoQqmBX_669o0qHw,https://apple.news/AZtBXgeG5TTmOhGebCM9fNQ,https://apple.news/AXQHLDrbfTcCDIQs3fuLivw
2019-04-10 00:55:01,https://apple.news/Aw8CcsF97QIm4vyTAHMmmLg,https://apple.news/AIDLlYm1DQHGb--WBWR7lyw,https://apple.news/AcnLecipoQqmBX_669o0qHw,https://apple.news/AZtBXgeG5TTmOhGebCM9fNQ,https://apple.news/AXQHLDrbfTcCDIQs3fuLivw
