2019-03-22 01:45:11,https://apple.news/ArT9P-wquTia9x5INBFPDbA,https://apple.news/A2GgA50mqQlWndDUz6LyjBw,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 01:50:11,https://apple.news/ArT9P-wquTia9x5INBFPDbA,https://apple.news/A2GgA50mqQlWndDUz6LyjBw,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 01:55:11,https://apple.news/ArT9P-wquTia9x5INBFPDbA,https://apple.news/A2GgA50mqQlWndDUz6LyjBw,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 02:00:12,https://apple.news/A_2KbaObiQk2Rrn_-X3uXug,https://apple.news/ArT9P-wquTia9x5INBFPDbA,https://apple.news/A2GgA50mqQlWndDUz6LyjBw,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 02:05:12,https://apple.news/A_2KbaObiQk2Rrn_-X3uXug,https://apple.news/ArT9P-wquTia9x5INBFPDbA,https://apple.news/A2GgA50mqQlWndDUz6LyjBw,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 02:10:12,https://apple.news/A_2KbaObiQk2Rrn_-X3uXug,https://apple.news/ArT9P-wquTia9x5INBFPDbA,https://apple.news/A2GgA50mqQlWndDUz6LyjBw,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 02:15:11,https://apple.news/ArT9P-wquTia9x5INBFPDbA,https://apple.news/A2GgA50mqQlWndDUz6LyjBw,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 02:20:12,https://apple.news/A_2KbaObiQk2Rrn_-X3uXug,https://apple.news/ArT9P-wquTia9x5INBFPDbA,https://apple.news/A2GgA50mqQlWndDUz6LyjBw,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 02:25:12,https://apple.news/A_2KbaObiQk2Rrn_-X3uXug,https://apple.news/ArT9P-wquTia9x5INBFPDbA,https://apple.news/A2GgA50mqQlWndDUz6LyjBw,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 02:30:12,https://apple.news/A_2KbaObiQk2Rrn_-X3uXug,https://apple.news/ArT9P-wquTia9x5INBFPDbA,https://apple.news/A2GgA50mqQlWndDUz6LyjBw,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 02:35:11,https://apple.news/A_2KbaObiQk2Rrn_-X3uXug,https://apple.news/ArT9P-wquTia9x5INBFPDbA,https://apple.news/A2GgA50mqQlWndDUz6LyjBw,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 02:40:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 02:45:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 02:50:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 02:55:13,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 03:00:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 03:05:13,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 03:10:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 03:15:11,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 03:20:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 03:25:12,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 03:30:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 03:35:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 03:40:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 03:45:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 03:50:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 03:55:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 04:00:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 04:05:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 04:10:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 04:15:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 04:20:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 04:25:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 04:30:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 04:35:11,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 04:40:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 04:45:13,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 04:50:13,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 04:55:11,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 05:00:13,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 05:05:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 05:10:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 05:15:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 05:20:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 05:25:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 05:30:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 05:35:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 05:40:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 05:45:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 05:50:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A,https://apple.news/AmUlxoZ7bRYyFKPgIEs6QAQ
2019-03-22 05:55:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 06:00:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 06:05:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 06:10:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 06:15:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 06:20:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 06:25:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 06:30:13,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 06:35:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 06:40:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 06:45:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 06:50:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 06:55:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 07:00:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 07:05:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 07:10:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 07:15:13,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 07:20:10,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 07:25:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 07:30:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 07:35:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 07:40:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 07:45:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 07:50:12,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 07:55:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 08:00:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 08:05:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 08:10:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 08:15:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 08:20:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 08:25:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 08:30:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 08:35:10,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 08:40:12,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
2019-03-22 08:45:11,https://apple.news/Aa3-OYthEQ3y8C69kXaJpEw,https://apple.news/ACDdHZR3KQnCsWm1z2zgssA,https://apple.news/AYyk2TztTTHCtEVFFjaraBQ,https://apple.news/AMxu_b-LXRK-4BlehJyCW8A
